,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,date,time_of_day,hour
6149,6,10,8,2,2,0,COMMUNITY HOSPITAL,2020-04-07,12:55,12
6217,10,10,10,4,9,1,COMMUNITY HOSPITAL,2020-04-07,12:10,12
6779,1,10,5,1,3,1,GOLDCARE HOSPITAL,2020-04-07,12:25,12
6780,8,6,9,1,5,0,GOLDCARE HOSPITAL,2020-04-07,12:35,12
6910,3,10,1,10,8,0,GOLDCARE HOSPITAL,2020-04-07,12:20,12
6956,8,4,0,1,5,0,GOLDCARE HOSPITAL,2020-04-07,12:05,12
9380,5,5,3,7,3,0,EAGLEPEAK HOSPITAL,2020-04-07,12:55,12
9434,0,10,2,4,10,0,EAGLEPEAK HOSPITAL,2020-04-07,12:30,12
9548,9,7,3,9,4,0,EAGLEPEAK HOSPITAL,2020-04-07,12:10,12
9592,10,10,10,3,10,0,EAGLEPEAK HOSPITAL,2020-04-07,12:20,12
9737,0,10,1,10,1,0,EAGLEPEAK HOSPITAL,2020-04-07,12:55,12
9784,5,3,5,10,8,0,EAGLEPEAK HOSPITAL,2020-04-07,12:10,12
121,6,7,0,4,10,0,HIMARK GENERAL ,2020-04-08,12:10,12
3123,5,0,2,2,7,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:55,12
3225,9,8,4,9,6,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:35,12
3240,0,7,10,4,5,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:35,12
3368,9,10,1,6,10,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:50,12
3396,3,0,7,7,5,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:10,12
3507,8,2,1,3,8,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:30,12
3638,5,4,2,3,1,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:55,12
3724,3,10,10,8,8,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12,12
3747,8,8,10,1,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:15,12
4004,3,0,0,5,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:25,12
4232,1,1,4,8,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:10,12
5909,6,0,8,10,8,0,COMMUNITY HOSPITAL,2020-04-08,12,12
6786,10,7,2,1,3,0,GOLDCARE HOSPITAL,2020-04-08,12:55,12
6850,8,2,9,4,10,0,GOLDCARE HOSPITAL,2020-04-08,12:30,12
9419,2,0,10,4,1,0,EAGLEPEAK HOSPITAL,2020-04-08,12:55,12
9481,8,7,5,2,2,0,EAGLEPEAK HOSPITAL,2020-04-08,12:25,12
9547,0,10,6,9,6,0,EAGLEPEAK HOSPITAL,2020-04-08,12:40,12
9578,1,4,6,2,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12:45,12
9717,8,8,3,8,8,0,EAGLEPEAK HOSPITAL,2020-04-08,12:05,12
9730,5,4,6,2,7,0,EAGLEPEAK HOSPITAL,2020-04-08,12:40,12
13581,1,1,4,2,2,2,HIMARK GENERAL ,2020-04-08,12:55,12
13622,1,0,5,3,2,1,HIMARK GENERAL ,2020-04-08,12:35,12
13637,3,0,3,3,2,1,HIMARK GENERAL ,2020-04-08,12,12
13646,2,1,4,4,2,0,HIMARK GENERAL ,2020-04-08,12,12
13656,2,1,4,2,3,1,HIMARK GENERAL ,2020-04-08,12:15,12
13663,2,1,3,3,3,1,HIMARK GENERAL ,2020-04-08,12:40,12
13669,2,0,4,2,2,1,HIMARK GENERAL ,2020-04-08,12,12
13692,2,2,4,4,2,1,HIMARK GENERAL ,2020-04-08,12:10,12
13700,3,0,5,3,3,1,HIMARK GENERAL ,2020-04-08,12:10,12
13718,3,1,3,3,3,1,HIMARK GENERAL ,2020-04-08,12:05,12
13745,2,1,3,3,2,0,HIMARK GENERAL ,2020-04-08,12:55,12
13761,3,1,4,3,3,1,HIMARK GENERAL ,2020-04-08,12:15,12
13769,1,1,4,3,2,1,HIMARK GENERAL ,2020-04-08,12:55,12
13771,1,2,4,4,2,2,HIMARK GENERAL ,2020-04-08,12:05,12
13786,2,1,4,3,3,1,HIMARK GENERAL ,2020-04-08,12:05,12
13790,2,0,4,3,2,2,HIMARK GENERAL ,2020-04-08,12:20,12
13825,1,1,4,1,2,3,HIMARK GENERAL ,2020-04-08,12:10,12
13912,2,3,3,3,2,0,HIMARK GENERAL ,2020-04-08,12:45,12
13949,3,2,4,3,1,0,HIMARK GENERAL ,2020-04-08,12:20,12
13951,3,1,3,2,3,0,HIMARK GENERAL ,2020-04-08,12:50,12
13955,2,1,4,4,3,1,HIMARK GENERAL ,2020-04-08,12:35,12
24997,3,3,2,1,2,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:20,12
25019,2,1,2,2,3,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12,12
25058,2,1,2,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:20,12
25088,1,1,1,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12,12
25093,2,2,2,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:40,12
25108,1,1,2,3,1,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:05,12
25149,3,2,2,3,2,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12,12
25156,2,3,2,2,2,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:55,12
25193,2,1,2,1,2,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:35,12
25206,1,2,2,2,3,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:15,12
25215,2,1,2,2,2,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:10,12
25216,3,2,2,2,1,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:30,12
25226,1,2,2,2,1,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:20,12
25244,1,1,2,3,4,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:10,12
25258,2,2,2,1,3,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:45,12
25267,2,2,3,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12,12
25281,2,2,3,2,3,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:30,12
25321,2,3,2,1,1,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:35,12
25339,2,2,2,1,0,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:50,12
25342,1,3,2,2,2,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:30,12
25393,1,1,2,3,2,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:50,12
25399,2,2,3,1,3,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:05,12
25452,3,1,2,2,2,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:35,12
25473,0,2,1,2,3,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12,12
25482,3,2,1,3,1,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:25,12
25486,2,1,2,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:15,12
25498,3,2,3,2,3,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:30,12
25504,2,3,1,2,1,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:55,12
25506,2,3,3,2,2,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:25,12
25520,2,2,2,3,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:15,12
25529,2,3,2,2,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:30,12
25621,3,2,2,1,1,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12,12
25630,0,2,1,2,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:50,12
25634,2,2,2,2,2,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:10,12
25657,1,3,2,2,1,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:30,12
25679,2,1,2,2,2,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:40,12
25788,2,1,3,2,2,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:20,12
31197,7,7,8,4,6,0,COMMUNITY HOSPITAL,2020-04-08,12,12
31286,7,7,7,4,6,1,COMMUNITY HOSPITAL,2020-04-08,12,12
31307,6,7,7,4,5,1,COMMUNITY HOSPITAL,2020-04-08,12,12
31335,7,8,7,6,6,1,COMMUNITY HOSPITAL,2020-04-08,12,12
31369,6,7,7,6,5,1,COMMUNITY HOSPITAL,2020-04-08,12,12
31423,8,7,8,4,6,1,COMMUNITY HOSPITAL,2020-04-08,12,12
31500,6,6,6,5,6,1,COMMUNITY HOSPITAL,2020-04-08,12,12
31535,7,7,7,4,6,0,COMMUNITY HOSPITAL,2020-04-08,12,12
31671,7,7,7,6,5,1,COMMUNITY HOSPITAL,2020-04-08,12,12
31728,6,7,6,5,6,2,COMMUNITY HOSPITAL,2020-04-08,12,12
31775,7,6,8,5,4,1,COMMUNITY HOSPITAL,2020-04-08,12,12
31820,5,7,6,4,5,1,COMMUNITY HOSPITAL,2020-04-08,12,12
31965,7,6,7,5,5,1,COMMUNITY HOSPITAL,2020-04-08,12,12
32009,6,8,8,5,4,1,COMMUNITY HOSPITAL,2020-04-08,12,12
32047,7,7,7,5,6,1,COMMUNITY HOSPITAL,2020-04-08,12,12
32054,7,8,8,5,6,2,COMMUNITY HOSPITAL,2020-04-08,12,12
32074,6,7,6,5,6,1,COMMUNITY HOSPITAL,2020-04-08,12,12
32291,6,8,7,5,6,0,COMMUNITY HOSPITAL,2020-04-08,12,12
32486,7,6,8,5,6,0,COMMUNITY HOSPITAL,2020-04-08,12,12
32532,9,9,7,5,7,2,COMMUNITY HOSPITAL,2020-04-08,12,12
32547,9,8,7,6,6,0,COMMUNITY HOSPITAL,2020-04-08,12,12
32679,7,7,7,6,6,1,COMMUNITY HOSPITAL,2020-04-08,12,12
32708,7,6,7,4,6,1,COMMUNITY HOSPITAL,2020-04-08,12,12
32721,6,7,6,5,4,0,COMMUNITY HOSPITAL,2020-04-08,12,12
32835,8,8,6,6,5,2,COMMUNITY HOSPITAL,2020-04-08,12,12
33090,7,8,7,6,7,1,COMMUNITY HOSPITAL,2020-04-08,12,12
33115,7,7,5,5,5,1,COMMUNITY HOSPITAL,2020-04-08,12,12
33258,7,7,8,5,4,2,COMMUNITY HOSPITAL,2020-04-08,12,12
35429,6,8,5,5,6,2,GOLDCARE HOSPITAL,2020-04-08,12:05,12
35455,6,9,5,5,4,3,GOLDCARE HOSPITAL,2020-04-08,12:05,12
35458,6,9,4,5,5,4,GOLDCARE HOSPITAL,2020-04-08,12:20,12
35487,6,9,4,3,6,4,GOLDCARE HOSPITAL,2020-04-08,12:20,12
35488,6,9,6,5,5,2,GOLDCARE HOSPITAL,2020-04-08,12:15,12
35509,5,8,4,4,5,2,GOLDCARE HOSPITAL,2020-04-08,12,12
35531,6,8,5,4,5,4,GOLDCARE HOSPITAL,2020-04-08,12:40,12
35536,5,9,6,5,5,3,GOLDCARE HOSPITAL,2020-04-08,12:10,12
35543,6,10,5,3,5,3,GOLDCARE HOSPITAL,2020-04-08,12:40,12
35561,6,8,5,4,6,3,GOLDCARE HOSPITAL,2020-04-08,12:10,12
35584,6,8,6,4,4,3,GOLDCARE HOSPITAL,2020-04-08,12:20,12
35612,6,10,5,4,6,3,GOLDCARE HOSPITAL,2020-04-08,12:45,12
35624,6,9,4,4,5,2,GOLDCARE HOSPITAL,2020-04-08,12:15,12
35626,6,10,5,5,5,3,GOLDCARE HOSPITAL,2020-04-08,12:30,12
35638,7,9,4,5,5,2,GOLDCARE HOSPITAL,2020-04-08,12:05,12
35658,6,9,4,3,5,3,GOLDCARE HOSPITAL,2020-04-08,12,12
35666,6,9,5,4,5,3,GOLDCARE HOSPITAL,2020-04-08,12:20,12
35781,5,9,6,3,5,3,GOLDCARE HOSPITAL,2020-04-08,12,12
35815,7,9,5,4,5,3,GOLDCARE HOSPITAL,2020-04-08,12:20,12
35827,5,10,5,6,4,3,GOLDCARE HOSPITAL,2020-04-08,12,12
35832,5,9,4,4,5,3,GOLDCARE HOSPITAL,2020-04-08,12:15,12
35834,6,9,5,3,4,3,GOLDCARE HOSPITAL,2020-04-08,12:50,12
35848,5,9,5,5,6,4,GOLDCARE HOSPITAL,2020-04-08,12:45,12
35859,6,9,6,5,6,4,GOLDCARE HOSPITAL,2020-04-08,12:50,12
35901,5,9,4,5,6,4,GOLDCARE HOSPITAL,2020-04-08,12:50,12
35935,6,9,6,4,4,2,GOLDCARE HOSPITAL,2020-04-08,12:10,12
35944,5,9,4,5,5,2,GOLDCARE HOSPITAL,2020-04-08,12:15,12
36000,6,8,5,5,5,4,GOLDCARE HOSPITAL,2020-04-08,12:05,12
36007,7,9,7,4,4,2,GOLDCARE HOSPITAL,2020-04-08,12:35,12
36011,6,10,5,5,6,2,GOLDCARE HOSPITAL,2020-04-08,12,12
36017,6,10,5,3,5,4,GOLDCARE HOSPITAL,2020-04-08,12:55,12
36090,6,9,5,5,5,3,GOLDCARE HOSPITAL,2020-04-08,12:25,12
36100,6,9,5,3,5,3,GOLDCARE HOSPITAL,2020-04-08,12:45,12
36108,6,8,5,3,6,2,GOLDCARE HOSPITAL,2020-04-08,12:50,12
36111,6,10,4,3,7,3,GOLDCARE HOSPITAL,2020-04-08,12:45,12
36116,7,10,5,3,6,3,GOLDCARE HOSPITAL,2020-04-08,12:05,12
36124,6,9,4,4,6,3,GOLDCARE HOSPITAL,2020-04-08,12:20,12
36126,7,9,4,4,5,3,GOLDCARE HOSPITAL,2020-04-08,12:15,12
36128,7,8,6,3,3,2,GOLDCARE HOSPITAL,2020-04-08,12:10,12
36165,7,9,6,4,6,3,GOLDCARE HOSPITAL,2020-04-08,12,12
36166,7,8,6,5,4,3,GOLDCARE HOSPITAL,2020-04-08,12:10,12
36193,6,8,4,4,5,3,GOLDCARE HOSPITAL,2020-04-08,12:20,12
36218,6,9,5,4,6,2,GOLDCARE HOSPITAL,2020-04-08,12:15,12
36232,5,10,5,4,6,3,GOLDCARE HOSPITAL,2020-04-08,12:20,12
36247,5,9,4,4,5,3,GOLDCARE HOSPITAL,2020-04-08,12:45,12
36262,6,10,5,5,5,5,GOLDCARE HOSPITAL,2020-04-08,12:10,12
36278,5,9,5,4,5,4,GOLDCARE HOSPITAL,2020-04-08,12:35,12
36302,6,9,5,4,5,3,GOLDCARE HOSPITAL,2020-04-08,12:40,12
36323,6,9,6,3,5,4,GOLDCARE HOSPITAL,2020-04-08,12:30,12
36335,6,8,6,4,6,2,GOLDCARE HOSPITAL,2020-04-08,12,12
36365,6,9,6,4,4,3,GOLDCARE HOSPITAL,2020-04-08,12:05,12
36366,5,8,5,4,4,2,GOLDCARE HOSPITAL,2020-04-08,12:20,12
36382,7,10,5,4,5,4,GOLDCARE HOSPITAL,2020-04-08,12:55,12
36411,6,9,6,3,4,2,GOLDCARE HOSPITAL,2020-04-08,12,12
36412,4,8,5,3,4,4,GOLDCARE HOSPITAL,2020-04-08,12:10,12
36437,6,9,6,5,5,3,GOLDCARE HOSPITAL,2020-04-08,12:15,12
36445,6,10,4,5,6,3,GOLDCARE HOSPITAL,2020-04-08,12:30,12
36462,6,9,5,3,4,3,GOLDCARE HOSPITAL,2020-04-08,12:30,12
36476,6,10,7,5,5,3,GOLDCARE HOSPITAL,2020-04-08,12:40,12
36499,6,8,5,4,5,3,GOLDCARE HOSPITAL,2020-04-08,12:20,12
36598,6,9,5,5,5,3,GOLDCARE HOSPITAL,2020-04-08,12,12
36618,5,8,6,4,5,3,GOLDCARE HOSPITAL,2020-04-08,12:10,12
36639,7,10,4,3,5,3,GOLDCARE HOSPITAL,2020-04-08,12:20,12
36671,6,9,5,4,4,3,GOLDCARE HOSPITAL,2020-04-08,12:30,12
36704,6,9,6,5,5,3,GOLDCARE HOSPITAL,2020-04-08,12:50,12
36708,6,9,5,4,6,2,GOLDCARE HOSPITAL,2020-04-08,12:45,12
36740,6,10,5,4,6,2,GOLDCARE HOSPITAL,2020-04-08,12:25,12
36807,5,9,5,4,5,4,GOLDCARE HOSPITAL,2020-04-08,12:20,12
36874,6,8,5,3,5,3,GOLDCARE HOSPITAL,2020-04-08,12:55,12
36884,6,10,4,5,5,3,GOLDCARE HOSPITAL,2020-04-08,12:15,12
36896,6,9,5,5,5,3,GOLDCARE HOSPITAL,2020-04-08,12:10,12
36915,5,8,6,4,6,3,GOLDCARE HOSPITAL,2020-04-08,12:35,12
36922,4,9,4,4,5,4,GOLDCARE HOSPITAL,2020-04-08,12:30,12
36947,7,10,5,3,5,4,GOLDCARE HOSPITAL,2020-04-08,12:40,12
36956,6,9,5,5,5,3,GOLDCARE HOSPITAL,2020-04-08,12:45,12
36958,5,8,5,4,5,4,GOLDCARE HOSPITAL,2020-04-08,12:25,12
36963,6,9,4,3,5,2,GOLDCARE HOSPITAL,2020-04-08,12:15,12
36965,5,10,6,4,5,4,GOLDCARE HOSPITAL,2020-04-08,12:40,12
36985,6,10,4,3,6,3,GOLDCARE HOSPITAL,2020-04-08,12:05,12
37030,7,10,6,4,6,3,GOLDCARE HOSPITAL,2020-04-08,12:40,12
37032,7,10,6,5,4,2,GOLDCARE HOSPITAL,2020-04-08,12:25,12
37077,6,9,5,5,5,3,GOLDCARE HOSPITAL,2020-04-08,12:20,12
37081,6,9,5,4,5,3,GOLDCARE HOSPITAL,2020-04-08,12:25,12
37146,6,9,6,3,4,2,GOLDCARE HOSPITAL,2020-04-08,12:30,12
37167,6,9,7,5,5,4,GOLDCARE HOSPITAL,2020-04-08,12:35,12
37187,7,10,6,4,5,2,GOLDCARE HOSPITAL,2020-04-08,12:25,12
37210,6,8,3,4,6,4,GOLDCARE HOSPITAL,2020-04-08,12:30,12
37213,8,9,5,4,4,4,GOLDCARE HOSPITAL,2020-04-08,12:45,12
45487,1,2,2,2,2,1,EAGLEPEAK HOSPITAL,2020-04-08,12:05,12
45531,3,3,2,1,1,1,EAGLEPEAK HOSPITAL,2020-04-08,12:55,12
45544,3,3,2,1,1,1,EAGLEPEAK HOSPITAL,2020-04-08,12:25,12
45607,3,2,2,2,1,2,EAGLEPEAK HOSPITAL,2020-04-08,12:25,12
45634,2,1,2,2,1,2,EAGLEPEAK HOSPITAL,2020-04-08,12:10,12
45685,1,2,1,1,1,2,EAGLEPEAK HOSPITAL,2020-04-08,12:45,12
45707,3,1,3,2,1,2,EAGLEPEAK HOSPITAL,2020-04-08,12:25,12
45738,1,1,1,2,1,2,EAGLEPEAK HOSPITAL,2020-04-08,12,12
45739,2,2,2,4,1,3,EAGLEPEAK HOSPITAL,2020-04-08,12:20,12
45742,2,1,1,2,1,2,EAGLEPEAK HOSPITAL,2020-04-08,12:55,12
51367,3,5,5,5,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:15,12
51373,6,6,4,5,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12:05,12
51386,5,4,5,5,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:30,12
51387,6,4,4,6,3,0,EAGLEPEAK HOSPITAL,2020-04-08,12,12
51406,4,5,4,5,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:45,12
51408,6,5,7,6,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12:45,12
51409,5,5,5,6,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:45,12
51419,4,5,6,5,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:35,12
51463,5,5,5,4,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:50,12
51464,5,5,5,4,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12:55,12
51468,6,5,5,5,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12:05,12
51486,6,4,5,4,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12,12
51488,4,6,5,6,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12:30,12
51524,5,5,5,5,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12:15,12
51525,5,5,5,5,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12:45,12
51529,4,5,4,5,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:25,12
51543,5,5,5,5,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:30,12
51549,5,5,5,4,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:15,12
51550,5,4,6,4,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:45,12
51551,6,5,4,6,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12:55,12
51553,5,5,4,4,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:35,12
51554,6,5,7,6,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:25,12
51562,5,5,5,6,2,0,EAGLEPEAK HOSPITAL,2020-04-08,12:15,12
51571,5,5,6,5,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:35,12
51578,4,5,5,4,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12:45,12
51594,5,5,5,5,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:35,12
51598,5,5,4,5,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:35,12
51603,4,4,4,5,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12:05,12
51608,5,5,5,6,3,0,EAGLEPEAK HOSPITAL,2020-04-08,12:45,12
51625,4,5,6,6,3,0,EAGLEPEAK HOSPITAL,2020-04-08,12:30,12
51644,5,5,5,5,6,0,EAGLEPEAK HOSPITAL,2020-04-08,12:10,12
51652,7,5,5,5,3,0,EAGLEPEAK HOSPITAL,2020-04-08,12:55,12
51679,5,4,4,5,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:15,12
51710,5,3,5,4,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:10,12
51736,6,4,6,6,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:20,12
51745,5,6,5,4,3,0,EAGLEPEAK HOSPITAL,2020-04-08,12:50,12
51750,4,6,5,5,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12:20,12
51754,5,6,5,5,3,0,EAGLEPEAK HOSPITAL,2020-04-08,12:20,12
51761,4,4,5,6,6,0,EAGLEPEAK HOSPITAL,2020-04-08,12:05,12
51766,5,4,4,5,3,0,EAGLEPEAK HOSPITAL,2020-04-08,12:35,12
51780,5,5,5,6,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12,12
51792,4,5,5,5,3,0,EAGLEPEAK HOSPITAL,2020-04-08,12,12
51798,5,5,5,6,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12:55,12
51800,6,5,5,5,6,0,EAGLEPEAK HOSPITAL,2020-04-08,12:45,12
51823,4,5,6,5,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:40,12
51850,4,5,6,5,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:25,12
51859,5,5,5,4,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12:45,12
51862,4,5,5,6,4,0,EAGLEPEAK HOSPITAL,2020-04-08,12:35,12
51891,5,6,5,5,5,0,EAGLEPEAK HOSPITAL,2020-04-08,12,12
55951,2,1,4,2,0,0,HIMARK GENERAL ,2020-04-08,12:40,12
55958,3,2,3,3,2,1,HIMARK GENERAL ,2020-04-08,12:45,12
55962,2,1,5,2,3,1,HIMARK GENERAL ,2020-04-08,12:20,12
55963,1,1,4,1,2,1,HIMARK GENERAL ,2020-04-08,12:35,12
55968,3,1,4,4,1,0,HIMARK GENERAL ,2020-04-08,12:10,12
55974,2,0,4,3,3,1,HIMARK GENERAL ,2020-04-08,12:15,12
55976,1,1,3,2,3,0,HIMARK GENERAL ,2020-04-08,12:15,12
55982,2,1,4,4,3,1,HIMARK GENERAL ,2020-04-08,12:05,12
55987,1,2,4,3,2,0,HIMARK GENERAL ,2020-04-08,12:45,12
55989,3,1,3,3,2,0,HIMARK GENERAL ,2020-04-08,12:50,12
55995,2,1,4,3,1,0,HIMARK GENERAL ,2020-04-08,12:30,12
56004,2,2,4,2,2,1,HIMARK GENERAL ,2020-04-08,12:45,12
56005,2,0,5,4,2,0,HIMARK GENERAL ,2020-04-08,12:10,12
56018,2,1,2,4,0,0,HIMARK GENERAL ,2020-04-08,12:55,12
56034,2,1,4,3,2,0,HIMARK GENERAL ,2020-04-08,12:45,12
56035,2,1,4,3,3,0,HIMARK GENERAL ,2020-04-08,12:45,12
56041,2,1,5,3,2,0,HIMARK GENERAL ,2020-04-08,12:15,12
56044,2,2,4,3,3,0,HIMARK GENERAL ,2020-04-08,12:50,12
56051,2,1,4,5,2,1,HIMARK GENERAL ,2020-04-08,12:10,12
56052,2,1,4,3,1,0,HIMARK GENERAL ,2020-04-08,12:40,12
57116,3,3,1,1,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:05,12
57119,2,3,1,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:45,12
57135,2,2,2,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:05,12
57138,3,3,2,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:55,12
57143,2,2,1,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:20,12
57150,2,3,2,1,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12,12
57158,2,1,3,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:30,12
57163,3,2,2,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:40,12
57170,4,0,2,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:20,12
57175,1,2,2,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:50,12
57182,3,2,3,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:50,12
57193,1,2,2,2,1,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:15,12
57194,2,3,2,1,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12,12
57197,2,3,3,1,1,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:55,12
57200,3,2,3,4,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:15,12
57202,2,1,2,3,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12,12
57205,3,1,2,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:05,12
57210,2,1,1,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:20,12
57212,0,2,3,1,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:05,12
57214,3,1,2,1,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:35,12
57216,0,3,1,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:45,12
57221,4,2,2,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:20,12
57223,2,1,1,3,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:40,12
57230,1,1,3,2,1,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:15,12
57236,2,2,2,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:55,12
57241,3,3,3,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:10,12
57246,1,1,3,3,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:40,12
57251,3,2,3,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-08,12:45,12
